0.255805,0.583054,0.440475,3.14159,-0.547267,0.256601
0.230095,0.587756,0.432229,3.14159,-0.550811,0.230891
0.212956,0.584559,0.437837,3.14159,-0.5484,0.213752
0.207893,0.577642,0.449956,3.14159,-0.543198,0.208689
0.215617,0.572488,0.458971,3.14159,-0.539337,0.216414
0.212507,0.583487,0.439716,3.14159,-0.547593,0.213303
0.19114,0.568199,0.466465,3.14159,-0.536133,0.191936
0.173787,0.564392,0.473107,3.14159,-0.533297,0.174583
0.166226,0.569844,0.463591,3.14159,-0.537361,0.167022
0.169339,0.552149,0.494424,3.14159,-0.524223,0.170136
0.172569,0.534556,0.524921,3.14159,-0.511319,0.173366
0.175744,0.517972,0.553517,3.14159,-0.499308,0.17654
0.181367,0.524606,0.542096,3.14159,-0.504094,0.182163
0.184737,0.508084,0.570491,3.14159,-0.492221,0.185533
0.182894,0.513465,0.561261,3.14159,-0.496071,0.183691
0.205448,0.529271,0.53405,3.14159,-0.507475,0.206244
0.223534,0.532658,0.528201,3.14159,-0.509937,0.224331
0.231483,0.528604,0.535201,3.14159,-0.506991,0.232279
0.226481,0.520802,0.548647,3.14159,-0.501347,0.227278
0.222199,0.538144,0.518714,3.14159,-0.513938,0.222996
0.204133,0.535139,0.523912,3.14159,-0.511745,0.20493
0.200521,0.551707,0.495191,3.14159,-0.523898,0.201318
0.174133,0.558694,0.483037,3.14159,-0.529065,0.17493
0.171119,0.575478,0.453743,3.14159,-0.541576,0.171915
0.143751,0.59591,0.417903,3.14159,-0.556983,0.144547
0.124646,0.604192,0.403323,3.14159,-0.563281,0.125442
0.10248,0.590711,0.42704,3.14159,-0.553045,0.103277
0.129128,0.569203,0.46471,3.14159,-0.536883,0.129924
0.131426,0.552345,0.494083,3.14159,-0.524368,0.132222
0.108256,0.538034,0.518905,3.14159,-0.513857,0.109052
0.0899947,0.536602,0.521383,3.14159,-0.512812,0.090791
0.091754,0.518893,0.551932,3.14159,-0.499971,0.0925503
0.0935826,0.501255,0.582182,3.14159,-0.487359,0.0943789
0.086001,0.507183,0.572035,3.14159,-0.491578,0.0867973
0.0923238,0.513316,0.561516,3.14159,-0.495964,0.0931201
