6,22,22,22,6,22,22,22,6,22,22,20,29,22,22,22,6,22,22,22,29,22,22,8,22,22,22,29,22,10,22,22,22,29,22,10,22,22,20,29,20,12,22,22,20,14,22,22,20,16,22,22,20,18,20,22,20,18,20,22,20,20,22,20,22,20,22,20,22,18,22,18,22,18,22
6,22,24,22,6,22,24,22,6,22,24,20,27,22,24,22,6,22,24,22,27,22,22,8,22,24,22,27,22,10,22,24,22,27,22,10,22,24,20,27,20,12,22,24,20,14,22,24,20,16,22,24,20,18,20,24,20,18,20,24,20,20,22,20,22,20,22,20,24,18,24,18,24,18,24
6,22,26,22,6,22,26,22,6,22,26,20,27,22,26,24,6,22,26,22,27,22,24,8,22,26,22,27,22,10,22,26,22,27,22,10,24,26,20,27,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,27,22,26,24,6,22,26,22,27,22,24,8,22,26,22,27,22,10,22,26,22,27,22,10,24,26,20,27,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,27,22,26,24,6,22,26,22,27,22,24,8,22,26,22,27,22,10,22,26,22,27,22,10,24,26,20,27,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,25,22,26,24,6,22,26,22,25,22,24,8,22,26,22,25,22,10,22,26,22,25,22,10,24,26,20,25,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,25,22,26,24,6,22,26,22,25,22,24,8,22,26,22,25,22,10,22,26,22,25,22,10,24,26,20,25,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,25,22,26,24,6,22,26,22,25,22,24,8,22,26,22,25,22,10,22,26,22,25,22,10,24,26,20,25,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,25,22,26,24,6,22,26,22,25,22,24,8,22,26,22,25,22,10,22,26,22,25,22,10,24,26,20,25,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,25,22,26,24,6,22,26,22,25,22,24,8,22,26,22,25,22,10,22,26,22,25,22,10,24,26,20,25,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,25,22,26,24,6,22,26,22,25,22,24,8,22,26,22,25,22,10,22,26,22,25,22,10,24,26,20,25,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,26,22,6,22,26,22,6,22,26,20,25,22,26,24,6,22,26,22,25,22,24,8,22,26,22,25,22,10,22,26,22,25,22,10,24,26,20,25,20,12,24,26,20,14,24,26,20,16,24,26,20,18,20,26,20,18,20,26,20,20,22,20,22,20,24,20,26,18,26,18,26,18,26
6,22,28,22,6,22,28,22,6,22,28,20,23,22,28,26,6,24,28,22,23,22,26,8,24,28,22,23,22,10,22,28,22,23,22,10,26,28,20,23,20,12,26,28,20,14,26,28,20,16,26,28,20,18,20,28,20,18,20,28,20,20,22,20,24,20,26,20,28,18,28,18,28,18,28
6,22,28,22,6,22,28,22,6,22,28,20,23,22,28,26,6,24,28,22,23,22,26,8,24,28,22,23,22,10,22,28,22,23,22,10,26,28,20,23,20,12,26,28,20,14,26,28,20,16,26,28,20,18,20,28,20,18,20,28,20,20,22,20,24,20,26,20,28,18,28,18,28,18,28
6,22,28,22,6,22,28,22,6,22,28,20,23,22,28,26,6,24,28,22,23,22,26,8,24,28,22,23,22,10,22,28,22,23,22,10,26,28,20,23,20,12,26,28,20,14,26,28,20,16,26,28,20,18,20,28,20,18,20,28,20,20,22,20,24,20,26,20,28,18,28,18,28,18,28
6,22,30,22,6,22,30,22,6,22,30,20,21,22,30,26,6,24,30,22,21,22,26,8,24,30,22,21,22,10,22,30,22,21,22,10,26,30,20,21,20,12,26,30,20,14,26,30,20,16,26,30,20,18,20,30,20,18,20,30,20,20,22,20,24,20,26,20,28,18,30,18,30,18,30
6,22,30,22,6,22,30,22,6,22,30,20,21,22,30,26,6,24,30,22,21,22,26,8,24,30,22,21,22,10,22,30,22,21,22,10,26,30,20,21,20,12,26,30,20,14,26,30,20,16,26,30,20,18,20,30,20,18,20,30,20,20,22,20,24,20,26,20,28,18,30,18,30,18,30
6,24,32,24,6,24,32,24,6,24,32,22,19,24,32,28,6,26,32,24,19,24,28,8,26,32,24,19,24,10,24,32,24,19,24,10,28,32,22,19,22,12,28,32,22,14,28,32,22,16,28,32,22,18,22,32,22,20,22,32,22,22,24,22,26,22,28,22,30,20,32,18,32,20,32
4,24,32,24,4,24,32,24,4,24,32,22,19,24,32,28,6,26,32,24,19,24,28,8,26,32,24,19,24,10,24,32,24,19,24,10,28,32,22,19,22,12,28,32,22,14,28,32,22,16,28,32,22,18,22,32,22,20,22,32,22,22,24,22,26,22,28,22,30,20,32,18,32,20,32
4,24,32,24,4,24,32,24,4,24,32,22,19,24,32,28,6,26,32,24,19,24,28,8,26,32,24,19,24,10,24,32,24,19,24,10,28,32,22,19,22,12,28,32,22,14,28,32,22,16,28,32,22,18,22,32,22,20,22,32,22,22,24,22,26,22,28,22,30,20,32,18,32,20,32
4,24,32,24,4,24,32,24,4,24,32,22,19,24,32,28,6,26,32,24,19,24,28,8,26,32,24,19,24,10,24,32,24,19,24,10,28,32,22,19,22,12,28,32,22,14,28,32,22,16,28,32,22,18,22,32,22,20,22,32,22,22,24,22,26,22,28,22,30,20,32,18,32,20,32
4,24,32,24,4,24,32,24,4,24,32,22,19,24,32,28,6,26,32,24,19,24,28,8,26,32,24,19,24,10,24,32,24,19,24,10,28,32,22,19,22,12,28,32,22,14,28,32,22,16,28,32,22,18,22,32,22,20,22,32,22,22,24,22,26,22,28,22,30,20,32,18,32,20,32
2,24,34,24,2,24,34,24,2,24,34,22,17,24,34,7,4,26,34,24,17,24,7,6,26,34,24,17,24,8,24,34,24,17,24,10,28,34,22,19,22,12,28,34,22,14,28,34,22,16,28,34,22,18,8,34,22,20,8,34,22,8,24,8,26,8,28,8,30,20,32,18,34,20,34
2,24,34,24,2,24,34,24,2,24,34,22,15,24,34,7,4,26,34,24,15,24,7,6,26,34,24,15,24,8,24,34,24,15,24,10,28,34,22,17,22,12,28,34,22,14,28,34,22,16,28,34,22,18,10,34,22,20,10,34,22,10,24,10,26,10,28,10,30,20,32,18,34,20,34
2,24,34,24,2,24,34,24,2,24,34,22,15,24,34,7,4,26,34,24,15,24,7,6,26,34,24,15,24,8,24,34,24,15,24,10,28,34,22,17,22,12,28,34,22,14,28,34,22,16,28,34,22,18,10,34,22,20,10,34,22,10,24,10,26,10,28,10,30,20,32,18,34,20,34
2,24,34,24,0,24,34,24,2,24,34,22,13,24,34,5,4,26,34,24,13,24,5,6,26,34,24,15,24,8,24,34,24,15,24,10,28,34,22,17,22,12,28,34,22,14,28,34,22,16,28,34,16,18,12,34,16,20,12,34,22,12,24,12,26,12,28,12,30,20,32,18,34,20,34
2,24,34,24,0,24,34,24,2,24,34,22,13,24,34,5,4,26,34,24,13,24,5,6,26,34,24,15,24,8,24,34,24,15,24,10,28,34,22,17,22,12,28,34,22,14,28,34,22,16,28,34,16,18,12,34,16,20,12,34,22,12,24,12,26,12,28,12,30,20,32,18,34,20,34
2,24,34,24,0,24,34,24,2,24,34,22,13,24,34,5,4,26,34,24,13,24,5,6,26,34,24,15,24,8,24,34,24,15,24,10,28,34,22,17,22,12,28,34,22,14,28,34,22,16,28,34,16,18,12,34,16,20,12,34,22,12,24,12,26,14,28,14,30,20,32,18,34,20,34
2,24,35,24,0,24,34,24,2,24,35,22,13,24,34,3,4,26,35,24,13,24,3,6,26,35,24,15,24,8,24,35,24,15,24,10,28,35,22,17,22,12,28,35,22,14,28,35,14,16,28,35,16,18,14,35,16,20,14,35,22,14,24,14,26,16,28,16,30,20,32,18,34,20,34
2,24,35,24,0,24,34,24,2,24,35,22,13,24,34,3,4,26,35,24,13,24,3,6,26,35,24,15,24,8,24,35,24,15,24,10,28,35,22,17,22,12,28,35,22,14,28,35,14,16,28,35,16,18,14,35,16,20,14,35,22,14,24,14,26,16,28,16,30,20,32,18,34,20,34
2,24,35,24,0,24,34,24,2,24,35,22,13,24,34,3,4,26,35,24,13,24,3,6,26,35,24,15,24,8,24,35,24,15,24,10,28,35,22,17,22,12,28,35,22,14,28,35,14,16,28,35,16,18,14,35,16,20,14,35,22,16,24,16,26,18,28,18,30,20,32,18,34,20,34
2,24,35,24,0,24,34,24,2,24,35,22,13,24,34,3,4,26,35,24,13,24,3,6,26,35,24,15,24,8,24,35,24,15,24,10,28,35,22,17,22,12,28,35,22,14,28,35,14,16,28,35,16,18,14,35,16,20,14,35,22,16,24,16,26,18,28,18,30,20,32,18,34,20,34
2,24,35,0,0,24,1,24,2,24,35,22,13,24,1,3,4,26,35,24,13,24,3,6,26,35,24,15,24,8,24,35,24,15,24,10,28,0,22,17,22,12,28,0,12,14,28,0,14,16,28,0,16,18,14,0,16,20,14,0,22,16,24,16,26,18,28,18,30,20,32,18,34,20,34
2,24,35,0,0,24,1,1,2,24,35,22,11,24,1,3,4,26,35,24,11,24,3,6,26,35,24,13,24,8,24,35,24,13,24,10,28,0,22,15,22,12,28,0,12,14,28,0,14,16,28,0,16,18,14,0,16,20,16,0,22,18,24,18,26,20,28,20,30,20,32,18,34,20,34
2,24,0,0,0,24,1,1,2,24,0,2,11,24,1,3,4,26,0,24,11,24,3,6,26,0,24,13,24,8,24,0,24,13,24,10,28,2,10,15,22,12,28,2,12,14,28,2,14,16,28,2,16,18,14,2,16,20,16,2,22,18,24,20,26,22,28,22,30,20,32,18,34,20,34
2,24,0,0,0,24,1,1,2,24,0,2,11,24,1,3,4,26,0,4,11,24,3,6,26,0,6,13,24,8,24,0,8,13,24,10,28,2,10,15,22,12,28,2,12,14,28,2,14,16,28,2,16,18,14,4,16,20,16,4,22,18,24,20,26,22,28,22,30,20,32,18,34,20,34
2,24,0,0,0,24,1,1,2,24,0,2,11,24,1,3,4,26,0,4,11,24,3,6,26,0,6,13,24,8,24,0,8,13,24,10,28,2,10,15,22,12,28,2,12,14,28,2,14,16,28,4,16,18,14,6,16,20,16,6,22,18,24,20,26,22,28,22,30,20,32,18,34,20,34
2,24,0,0,0,24,1,1,2,24,0,2,11,24,1,3,4,26,0,4,11,24,3,6,26,0,6,13,24,8,24,0,8,13,24,10,28,2,10,15,22,12,28,2,12,14,28,2,14,16,28,4,16,18,14,6,16,20,16,6,22,18,24,20,26,22,28,22,30,20,32,18,34,20,34
2,24,0,0,0,24,1,1,2,24,0,2,9,24,1,3,4,26,2,4,9,24,3,6,26,2,6,11,24,8,8,2,8,11,24,10,10,4,10,13,22,12,10,4,12,14,10,4,14,16,10,6,16,18,16,8,16,20,18,8,22,20,24,22,26,24,28,24,30,30,32,32,34,20,34
2,24,0,0,0,24,1,1,2,24,0,2,9,24,1,3,4,26,2,4,9,24,3,6,26,2,6,11,24,8,8,2,8,11,24,10,10,4,10,13,22,12,10,4,12,14,10,4,14,16,10,6,16,18,16,8,16,20,18,8,22,20,24,22,26,24,28,24,30,30,32,32,34,20,34
2,24,0,0,0,24,1,1,2,24,0,2,9,24,1,3,4,26,2,4,9,24,3,6,26,2,6,11,24,8,8,2,8,11,24,10,10,4,10,13,22,12,10,4,12,14,10,4,14,16,10,6,16,18,16,8,16,20,18,8,22,20,24,22,26,24,28,24,30,30,32,32,34,20,34
0,24,0,0,1,24,1,1,2,24,0,2,9,24,1,3,4,26,2,4,9,24,3,6,26,4,6,11,24,8,8,4,8,11,24,10,10,6,10,13,22,12,10,6,12,14,10,6,14,16,10,8,16,18,16,10,16,20,18,10,22,20,24,22,26,24,28,24,30,30,32,32,34,20,34
0,24,0,0,1,24,1,1,2,24,0,2,9,24,1,3,4,26,2,4,9,24,3,6,26,4,6,11,24,8,8,4,8,11,24,10,10,6,10,13,22,12,10,6,12,14,10,6,14,16,10,8,16,18,16,10,16,20,18,10,22,20,24,22,26,24,28,24,30,30,32,32,34,20,34
0,24,0,0,1,24,1,1,2,24,0,2,9,24,1,3,4,26,2,4,9,24,3,6,26,4,6,11,24,8,8,4,8,11,24,10,10,6,10,13,22,12,10,6,12,14,10,6,14,16,10,8,16,18,16,10,16,20,18,10,22,20,24,22,26,24,28,24,30,30,32,32,34,20,34
0,24,0,0,1,24,1,1,2,24,0,2,9,24,1,3,4,26,2,4,9,24,3,6,26,4,6,11,24,8,8,4,8,11,24,10,10,6,10,13,22,12,10,6,12,14,10,6,14,16,10,8,16,18,16,10,16,20,18,10,22,20,24,22,26,24,28,24,30,30,32,32,34,34,34
0,24,0,0,1,24,1,1,2,24,0,2,7,24,1,3,4,26,2,4,7,24,3,6,26,4,6,9,24,8,8,6,8,11,24,10,10,8,10,13,22,12,10,8,12,14,12,8,14,16,12,10,16,18,16,12,16,20,18,12,22,20,24,22,26,24,28,24,30,30,32,32,34,34,34
0,0,0,0,1,1,1,1,2,2,2,2,5,3,1,3,4,4,4,4,5,5,3,6,6,6,6,7,7,8,8,8,8,9,9,10,10,10,10,11,11,12,12,10,12,14,14,10,14,16,14,12,16,18,18,14,16,20,20,14,22,22,24,24,26,26,28,26,30,30,32,32,34,34,34
0,0,0,0,1,1,1,1,2,2,2,2,5,3,1,3,4,4,4,4,5,5,3,6,6,6,6,7,7,8,8,8,8,9,9,10,10,10,10,11,11,12,12,10,12,14,14,10,14,16,14,12,16,18,18,14,16,20,20,14,22,22,24,24,26,26,28,26,30,30,32,32,34,34,34
0,0,0,0,1,1,1,1,2,2,2,2,5,3,1,3,4,4,4,4,5,5,3,6,6,6,6,7,7,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,14,14,12,14,16,16,14,16,18,18,16,16,20,20,16,22,22,24,24,26,26,28,28,30,30,32,32,34,34,34
0,0,0,0,1,1,1,1,2,2,2,2,5,3,1,3,4,4,4,4,5,5,3,6,6,6,6,7,7,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,14,14,14,14,16,16,16,16,18,18,18,16,20,20,18,22,22,24,24,26,26,28,28,30,30,32,32,34,34,34
0,0,0,0,1,1,1,1,2,2,2,2,3,3,3,3,4,4,4,4,5,5,5,6,6,6,6,7,7,8,8,8,8,9,9,10,10,10,10,11,11,12,12,12,12,14,14,14,14,16,16,16,16,18,18,18,18,20,20,20,22,22,24,24,26,26,28,28,30,30,32,32,34,34,35
