6.9237e-310,0.290269,-0.898369,-0.814698,0.00432474,-0.32686,-0.024656
1.32541,0.364928,-1.13371,-1.61926,-0.0505469,1.11481,1.27109
1.24873,0.460414,-0.99102,-1.56037,-0.0177631,1.17812,1.01574
1.06907,0.555102,-0.917106,-1.39925,0.0946088,1.28942,0.887911
1.0839,0.548502,-0.829621,-1.42341,0.0559123,1.31377,0.658101
1.07871,0.520159,-0.74625,-1.4616,0.0202623,1.3666,0.392398
1.06806,0.419202,-0.683293,-1.53773,-0.0201222,1.39891,0.105047
0.948369,0.548603,-0.658665,-1.36722,0.050795,1.53218,-0.00597272
0.840967,0.677285,-0.631796,-1.18952,0.096205,1.66383,-0.0842679
0.738951,0.808633,-0.603662,-0.993727,0.128207,1.8019,-0.145107
0.679004,0.738898,-0.53947,-1.02582,0.074739,1.87534,-0.502669
0.565248,0.709064,-0.479618,-0.986347,0.0237115,1.97049,-0.894893
0.484924,0.85626,-0.460971,-0.766783,0.0352014,2.0944,-0.95745
