0,0,0
1.41604,0.390013,0.108458
0.252082,0,0
0.00396573,0.00691594,0.00677859
0.0192545,0.025117,0.0263976
0.018896,0.0264861,0.0264504
0.0186504,0.0261637,0.0258069
0.0189439,0.0264138,0.0257848
0.107901,0.115587,0.206521
0.00140824,0.00111615,0.0010643
0.00766269,1.51604,0.00716378
0.108234,0.987315,0.1538
0.00547788,0.00786914,0.00741231
0.021523,0.031258,0.0296598
0.0212941,0.0317396,0.0298932
0.0208998,0.0303624,0.0288177
0.0217447,0.0357978,0.0295402
0.25426,0.670931,0
0.177884,0.0835478,0.104807
0.252632,0,0
0.00424831,0.00525729,0.004958
0.0188136,0.0236507,0.0237343
0.0193813,0.0248456,0.0241258
0.0185549,0.0244272,0.0226521
0.0193094,0.0258594,0.0232485
0.110754,0.127056,0.146123
0.00154367,0.00157746,0.00127743
0.00788163,0.00934582,0.00741818
0.114047,0.116847,0.151394
0.00592082,0.00534993,0.00792187
0.0226483,0.0209959,0.0289165
0.0223023,0.0209903,0.0285541
0.0226015,0.0216339,0.0290263
0.0219595,0.0218396,0.0275423
0.273964,0,0
0.0863284,0.0860649,0.103148
0.298174,0,0.585312
0.00445983,0.0054058,0.00431946
0.0231088,0.025089,0.0170781
0.0222875,0.0243066,0.0161295
0.0227373,0.0259846,0.017554
0.0222946,0.0263973,0.0172993
0.169011,0.130291,0.103741
0.00163055,0.00195287,0.00189853
0.00766138,0.00875127,0.00552442
0.125318,0.11948,0.111159
0.00596502,0.00485331,0.00556768
0.0256115,0.0217485,0.0231522
0.0250885,0.0218474,0.0224853
0.0239382,0.0215494,0.0214633
0.0245583,0.0221845,0.0220602
0.272284,0,0.280148
0.0780612,0.0882828,0.0881469
0.254622,0,2.22045e-16
0.00499889,0.00627711,0.00525795
0.0198841,0.0256635,0.0202127
0.0199388,0.0260644,0.0193655
0.0200374,0.0266404,0.019425
0.0201738,0.0270801,0.0187172
0.111401,0.134086,0.149598
0.00145604,0.00207255,0.00176058
0.00749947,0.00892217,0.00577545
0.109772,0.123314,0.111225
0.00535129,0.00549438,0.00570175
0.0212676,0.0222543,0.0224507
0.0208977,0.0217169,0.0219708
0.0212539,0.0226304,0.0220246
0.0209249,0.0220655,0.0215903
0.256122,0,0
0.0781897,0.0909391,0.0752213
0.256033,0,0
0.00491199,0.00669718,0.00470954
0.0201206,0.0263231,0.0169693
0.0202545,0.0267554,0.0166444
0.0204249,0.0274097,0.0169636
0.0205902,0.0279584,0.0171059
0.112021,0.136912,0.104257
0.000684135,0.000810177,0.000663284
0.00872764,0.0107831,0.00668045
0.110823,0.127255,0.111406
0.00536279,0.00562454,0.00571637
0.02078,0.022173,0.0216481
0.0209387,0.0222051,0.0222774
0.0214226,0.0232314,0.0219121
0.0214737,0.0234536,0.0217548
0.257132,0,0.498377
0.078222,0.0934906,0.0647345
0.263667,0,0.215424
0.00522042,0.00664815,0.0041808
0.0204594,0.0270775,0.0175277
0.0204199,0.0276405,0.017608
0.0203949,0.0282099,0.0176873
0.0204392,0.0289602,0.0182516
0.11729,0.141261,0.0855111
0.00149956,0.00178807,0.00161074
0.00811358,0.0102363,0.00884396
0.122055,0.130286,0.0881378
0.00568341,0.00520477,0.00435137
0.0236767,0.0227538,0.0174048
0.024065,0.0235964,0.017581
0.0233136,0.0232559,0.0171093
0.0232637,0.0236433,0.017027
0.299586,0,0.215862
0.0954957,0.0968487,0.0630894
0,0,0.208685
0.00489701,0.00588688,0.00364148
0.0226638,0.0279167,0.0173213
0.0226744,0.0286417,0.0179121
0.0225296,0.029149,0.0175381
0.0226,0.0299729,0.0181871
0.131335,0.14503,0.104445
0.00183377,0.0022515,0.00210378
0.008538,0.0102267,0.00913894
0.138635,0.13388,0.0770359
0.00642045,0.00530016,0.00381774
0.027147,0.0234026,0.0159711
0.026618,0.0240121,0.0158527
0.0267189,0.0239974,0.0157176
0.0265405,0.0243828,0.0167797
0,0,0.187861
0.093833,0.099321,0.0544548
0.285976,0,0.201705
0.00526952,0.00708652,0.00377826
0.0207212,0.028817,0.0156922
0.0208804,0.0296954,0.0162361
0.0201054,0.0292402,0.0160088
0.0209687,0.0309076,0.0166223
0.11581,0.148099,0.0882696
0.00154667,0.00146158,0.00147708
0.00788933,0.0108191,0.00769173
0.120182,0.137931,0.0914037
0.00545099,0.005409,0.00469243
0.0241199,0.0249121,0.0200936
0.0225113,0.0240476,0.0194381
0.0228164,0.0243483,0.0191655
0.0231038,0.025646,0.0191344
0.266715,0,0.201643
0.0787907,0.101141,0.0521336
0.263044,0,0.194677
0.00513861,0.00763332,0.00461167
0.021032,0.0299735,0.0159444
0.0203809,0.0296473,0.0157853
0.0213896,0.0309662,0.0154249
0.0206955,0.0310437,0.0162503
0.115389,0.151501,0.0851285
0.00165714,0.00236549,0.00168905
0.00802427,0.0111061,0.00817321
0.119751,0.142238,0.0883818
0.00603963,0.00627992,0.00517139
0.0228121,0.0248202,0.019313
0.0227675,0.024735,0.0194645
0.022701,0.0255116,0.019941
0.0221812,0.0253939,0.0188378
0.291329,0,0.214678
0.0920588,0.104568,0.0657983
0.281656,0,0.499647
0.00546788,0.00781769,0.0053905
0.0207085,0.0301452,0.0175433
0.0215227,0.0312106,0.0187385
0.021069,0.0315522,0.017552
0.0203527,0.0311622,0.0164484
0.114637,0.154245,0.112986
0.0014531,0.00163333,0.00151797
0.00862956,0.0119977,0.00755756
0.118786,0.145838,0.119659
0.00953522,0.0105493,0.0105691
0.0225118,0.0254234,0.0246201
