6.9237e-310,0.323961,-0.0240826,-0.0240826,0.29274,0.29274,0.418246
0.928706,0.0860355,-0.122304,-1.9681,-0.486137,1.1311,1.07848
0.867667,0.179319,-0.143136,-1.84686,-0.427382,1.18412,0.948541
0.793988,0.242332,-0.161476,-1.71966,-0.328961,1.24737,0.779881
0.778215,0.18909,-0.115754,-1.78927,-0.318726,1.28057,0.480637
0.713646,0.28467,-0.11775,-1.65707,-0.273066,1.36172,0.372099
0.649576,0.345031,-0.112618,-1.54899,-0.232137,1.41009,0.280282
0.592983,0.475924,-0.116941,-1.36759,-0.186001,1.54446,0.180688
0.548515,0.606263,-0.117092,-1.19146,-0.165347,1.66863,0.104123
0.506318,0.748665,-0.115213,-0.991075,-0.152529,1.80577,0.0342321
0.431416,0.686045,-0.0491597,-1.03068,-0.174161,1.87999,-0.326523
0.322469,0.671378,0.00470254,-0.986246,-0.204196,1.98452,-0.722071
0.462302,0.848731,-0.400019,-0.766306,1.65146e-05,2.0944,-0.93578
