-0.172107,0.179267,0.45425,-0.797349,0.572586,-2.59792
-0.162429,0.218392,0.381932,-0.754322,0.62977,-2.65302
-0.162412,0.281798,0.274955,-0.638071,0.716526,-2.79689
-0.175463,0.349662,0.171066,-0.498868,0.778573,-2.95012
-0.151885,0.418459,0.0535945,-0.525526,0.923021,-2.96714
-0.140416,0.460353,-0.0154655,-0.544089,0.968681,-2.96403
-0.129068,0.525905,-0.119731,-0.546504,1.06047,-2.99554
-0.145258,0.592621,-0.217841,-0.450555,1.10328,-3.08296
-0.142429,0.647561,-0.303948,-0.439138,1.14954,-3.10435
-0.115827,0.743455,-0.460694,-0.511144,1.30171,-3.12367
-0.0965576,0.804494,-0.559917,-0.571942,1.36212,-3.12071
-0.112869,0.942669,-0.778249,-0.485979,1.50495,-3.23184
-0.0839395,1.05781,-0.97302,-0.594652,1.61425,-3.26783
