-0.186258,0.447259,0.0139894,3.14159,-1.10955,1.38533
-0.195393,0.440847,0.0229286,3.14159,-1.10702,1.3762
-0.183214,0.43701,0.0282636,3.14159,-1.10552,1.38838
-0.170979,0.433422,0.033241,3.14159,-1.10413,1.40061
-0.158693,0.430085,0.0378618,3.14159,-1.10285,1.4129
-0.146358,0.426999,0.0421271,3.14159,-1.10167,1.42523
-0.133979,0.424164,0.0460377,3.14159,-1.10059,1.43761
-0.121559,0.421583,0.0495942,3.14159,-1.09962,1.45003
-0.109101,0.419254,0.0527974,3.14159,-1.09874,1.46249
-0.0966088,0.41718,0.0556477,3.14159,-1.09797,1.47498
-0.0840868,0.41536,0.0581457,3.14159,-1.09729,1.48751
-0.0715386,0.413794,0.0602918,3.14159,-1.09671,1.50005
-0.0589681,0.412484,0.0620863,3.14159,-1.09623,1.51262
-0.0463792,0.41143,0.0635296,3.14159,-1.09584,1.52521
-0.0337757,0.410632,0.0646218,3.14159,-1.09554,1.53782
-0.0211618,0.41009,0.0653631,3.14159,-1.09534,1.55043
-0.00854141,0.409804,0.0657537,3.14159,-1.09524,1.56305
0.00408146,0.409775,0.0657935,3.14159,-1.09523,1.57567
0.0167028,0.410003,0.0654826,3.14159,-1.09531,1.5883
0.0293185,0.410486,0.064821,3.14159,-1.09549,1.60091
0.0419247,0.411226,0.0638085,3.14159,-1.09576,1.61352
0.0545173,0.412223,0.062445,3.14159,-1.09613,1.62611
0.0670923,0.413474,0.0607303,3.14159,-1.09659,1.63868
0.0796459,0.414982,0.0586641,3.14159,-1.09715,1.65124
0.0921742,0.416744,0.056246,3.14159,-1.09781,1.66377
0.104673,0.418761,0.0534758,3.14159,-1.09856,1.67627
0.117139,0.421032,0.0503528,3.14159,-1.09941,1.68873
0.129569,0.423556,0.0468766,3.14159,-1.10036,1.70116
0.141958,0.426333,0.0430465,3.14159,-1.10142,1.71355
0.154303,0.429362,0.0388619,3.14159,-1.10257,1.7259
0.1666,0.432642,0.0343219,3.14159,-1.10383,1.73819
0.1666,0.432642,0.0343219,3.14159,-1.10383,1.73819
0.237872,0.417104,0.0557516,3.14159,-1.09794,1.60913
0.170278,0.405911,0.0710706,3.14159,-1.09381,1.6913
0.253442,0.410229,0.0651724,3.14159,-1.09539,1.57362
0.184302,0.399091,0.0803557,3.14159,-1.09135,1.65449
0.253153,0.420576,0.0509795,3.14159,-1.09924,1.52288
0.21076,0.410864,0.0643048,3.14159,-1.09563,1.62923
0.208824,0.394688,0.0863299,3.14159,-1.08978,1.77679
0.259304,0.395718,0.0849332,3.14159,-1.09014,1.65636
0.259304,0.395718,0.0849332,3.14159,-1.09014,1.65636
0.26262,0.376187,0.111262,3.14159,-1.08335,1.65968
0.26602,0.356735,0.137172,3.14159,-1.07689,1.66308
0.269506,0.33735,0.16268,3.14159,-1.07077,1.66657
0.273082,0.318018,0.187805,3.14159,-1.06497,1.67014
0.276751,0.298725,0.21256,3.14159,-1.05951,1.67381
0.280518,0.279459,0.236959,3.14159,-1.05438,1.67758
0.284385,0.260209,0.261016,3.14159,-1.04957,1.68144
0.288357,0.240961,0.284742,3.14159,-1.04509,1.68542
