5.90511,5.05126,1.39538,1.59776,2.09545,1.95158
5.79232,5.0436,1.37637,1.55644,2.0006,1.78684
5.725,5.08666,1.31478,1.60841,1.96224,1.71702
5.64056,5.11262,1.28046,1.61177,1.89118,1.60906
5.58977,5.15237,1.22926,1.64239,1.86791,1.5526
5.53345,5.21105,1.16688,1.69159,1.82958,1.4866
5.48035,5.24431,1.13059,1.69608,1.7903,1.42113
5.42943,5.32628,1.0549,1.76605,1.74793,1.35528
5.39031,5.41167,0.972916,1.83838,1.72186,1.30073
5.35598,5.50048,0.88697,1.91071,1.69957,1.24838
5.31762,5.57436,0.821667,1.95311,1.66286,1.19163
5.28436,5.64506,0.754317,1.98934,1.6325,1.14446
5.25999,5.75652,0.639738,2.07984,1.61498,1.09586
