6.90362e-310,-0.0244171,0.325217,-0.68085,0.00158404,0.0317209,-0.67111
0.256427,-0.440577,-0.531665,-2.03225,-0.466105,1.1185,3.04524
0.205581,0.10021,-0.370624,-1.53973,-0.266245,1.20898,2.3016
0.623529,0.240584,0.0391463,-1.71911,-0.376601,1.26206,0.820156
0.463735,0.550424,-0.129335,-1.17917,-0.277275,1.41491,1.20433
0.166249,0.591485,-0.502643,-0.949003,-0.0382714,1.53093,2.12118
0.154172,0.991909,-0.236314,-0.349288,-0.115128,1.81784,1.56668
0.336289,1.08571,-0.1463,-0.346597,-0.167937,1.8919,0.987223
0.318051,0.353886,0.194848,-1.47963,-0.276993,1.65626,-0.282847
0.295138,0.484649,0.201744,-1.30801,-0.291514,1.77534,-0.343177
0.263129,0.754324,0.190344,-0.901263,-0.287383,2.0108,-0.472545
